
410.1;410;04/13/2013;10:28;HFL 4? ANDAR POSTO 1;RESERVADO
426.1;426;04/13/2013;09:55;HFL 4? ANDAR POSTO 1;OCUPADO
410.1;410;04/13/2013;04:41;HFL 4? ANDAR POSTO 1;OCUPADO
416.1;416;04/13/2013;09:05;HFL 4? ANDAR POSTO 1;RESERVADO
424.1;424;04/13/2013;11:29;HFL 4? ANDAR POSTO 1;OCUPADO
426.2;426;04/13/2013;10:07;HFL 4? ANDAR POSTO 1;OCUPADO
422.1;422;04/13/2013;02:42;HFL 4? ANDAR POSTO 1;OCUPADO
422.1;422;04/13/2013;02:41;HFL 4? ANDAR POSTO 1;LIVRE
416.2;416;04/13/2013;08:49;HFL 4? ANDAR POSTO 1;LIVRE
412.1;412;04/13/2013;08:49;HFL 4? ANDAR POSTO 1;LIVRE
416.1;416;04/13/2013;08:48;HFL 4? ANDAR POSTO 1;LIVRE
436.2;436;04/13/2013;09:04;HFL 4? ANDAR POSTO 2;RESERVADO
434.1;434;04/13/2013;08:17;HFL 4? ANDAR POSTO 2;OCUPADO
430.2;430;04/13/2013;08:15;HFL 4? ANDAR POSTO 2;RESERVADO
434.1;434;04/13/2013;07:28;HFL 4? ANDAR POSTO 2;RESERVADO
434.1;434;04/13/2013;03:08;HFL 4? ANDAR POSTO 2;OCUPADO
434.1;434;04/13/2013;12:23;HFL 4? ANDAR POSTO 2;RESERVADO
436.2;436;04/13/2013;12:31;HFL 4? ANDAR POSTO 2;OCUPADO
430.2;430;04/13/2013;12:31;HFL 4? ANDAR POSTO 2;OCUPADO
434.2;434;04/13/2013;08:48;HFL 4? ANDAR POSTO 2;LIVRE
438.1;438;04/13/2013;08:48;HFL 4? ANDAR POSTO 2;LIVRE
624.1;624;04/13/2013;06:57;HFL 6? ANDAR POSTO 1;OCUPADO
626.2;626;04/13/2013;05:42;HFL 6? ANDAR POSTO 1;OCUPADO
620.1;620;04/13/2013;05:38;HFL 6? ANDAR POSTO 1;OCUPADO
626.1;626;04/13/2013;02:30;HFL 6? ANDAR POSTO 1;LIVRE
626.2;626;04/13/2013;09:13;HFL 6? ANDAR POSTO 1;RESERVADO
628.1;628;04/13/2013;10:41;HFL 6? ANDAR POSTO 1;RESERVADO
608.1;608;04/13/2013;08:29;HFL 6? ANDAR POSTO 1;OCUPADO
618.1;618;04/13/2013;05:56;HFL 6? ANDAR POSTO 1;OCUPADO
604.1;604;04/13/2013;02:35;HFL 6? ANDAR POSTO 1;OCUPADO
628.1;628;04/13/2013;01:53;HFL 6? ANDAR POSTO 1;OCUPADO
606.2;606;04/13/2013;11:04;HFL 6? ANDAR POSTO 1;OCUPADO
604.2;604;04/13/2013;10:04;HFL 6? ANDAR POSTO 1;RESERVADO
620.1;620;04/13/2013;07:20;HFL 6? ANDAR POSTO 1;OCUPADO
608.1;608;04/13/2013;08:25;HFL 6? ANDAR POSTO 1;LIVRE
620.1;620;04/13/2013;02:05;HFL 6? ANDAR POSTO 1;RESERVADO
606.1;606;04/13/2013;08:19;HFL 6? ANDAR POSTO 1;RESERVADO
628.2;628;04/13/2013;09:04;HFL 6? ANDAR POSTO 1;RESERVADO
626.1;626;04/13/2013;02:31;HFL 6? ANDAR POSTO 1;OCUPADO
620.2;620;04/13/2013;08:05;HFL 6? ANDAR POSTO 1;OCUPADO
604.1;604;04/13/2013;08:05;HFL 6? ANDAR POSTO 1;OCUPADO
606.2;606;04/13/2013;07:26;HFL 6? ANDAR POSTO 1;RESERVADO
604.1;604;04/13/2013;07:32;HFL 6? ANDAR POSTO 1;RESERVADO
606.1;606;04/13/2013;12:30;HFL 6? ANDAR POSTO 1;OCUPADO
604.1;604;04/13/2013;11:16;HFL 6? ANDAR POSTO 1;RESERVADO
628.2;628;04/13/2013;11:03;HFL 6? ANDAR POSTO 1;OCUPADO
618.1;618;04/13/2013;02:30;HFL 6? ANDAR POSTO 1;RESERVADO
638.2;638;04/13/2013;12:15;HFL 6? ANDAR POSTO 2 ;OCUPADO
638.2;638;04/13/2013;12:14;HFL 6? ANDAR POSTO 2 ;LIVRE
638.1;638;04/13/2013;12:13;HFL 6? ANDAR POSTO 2 ;OCUPADO
646.1;646;04/13/2013;08:47;HFL 6? ANDAR POSTO 2 ;LIVRE
648.2;648;04/13/2013;07:27;HFL 6? ANDAR POSTO 2 ;OCUPADO
632.1;632;04/13/2013;05:55;HFL 6? ANDAR POSTO 2 ;OCUPADO
638.1;638;04/13/2013;12:12;HFL 6? ANDAR POSTO 2 ;LIVRE
632.1;632;04/13/2013;12:11;HFL 6? ANDAR POSTO 2 ;OCUPADO
632.2;632;04/13/2013;12:09;HFL 6? ANDAR POSTO 2 ;OCUPADO
648.1;648;04/13/2013;11:40;HFL 6? ANDAR POSTO 2 ;OCUPADO
632.1;632;04/13/2013;12:16;HFL 6? ANDAR POSTO 2 ;LIVRE
748.5-U.CORONARIANA;748;04/13/2013;05:53;HFL 7? ANDAR UNIDADE CORONARIANA;OCUPADO
846.2;846;04/13/2013;07:28;HFL 8? ANDAR POSTO 2;OCUPADO
846.2;846;04/13/2013;07:28;HFL 8? ANDAR POSTO 2;LIVRE
848.2;848;04/13/2013;11:55;HFL 8? ANDAR POSTO 2;OCUPADO
850.1;850;04/13/2013;12:09;HFL 8? ANDAR POSTO 2;LIVRE
850.1;850;04/13/2013;03:36;HFL 8? ANDAR POSTO 2;OCUPADO
852.1;852;04/13/2013;02:56;HFL 8? ANDAR POSTO 2;LIVRE
03;RPA;04/13/2013;05:42;HFL CENTRO CIRURGICO - RPA;LIVRE
02;RPA;04/13/2013;05:38;HFL CENTRO CIRURGICO - RPA;LIVRE
04;RPA;04/13/2013;11:03;HFL CENTRO CIRURGICO - RPA;OCUPADO
03;RPA;04/13/2013;10:56;HFL CENTRO CIRURGICO - RPA;OCUPADO
02;RPA;04/13/2013;11:12;HFL CENTRO CIRURGICO - RPA;OCUPADO
02;RPA;04/13/2013;10:24;HFL CENTRO CIRURGICO - RPA;OCUPADO
03;RPA;04/13/2013;02:35;HFL CENTRO CIRURGICO - RPA;LIVRE
06;RPA;04/13/2013;01:53;HFL CENTRO CIRURGICO - RPA;LIVRE
01;RPA;04/13/2013;02:34;HFL CENTRO CIRURGICO - RPA;OCUPADO
06;RPA;04/13/2013;01:27;HFL CENTRO CIRURGICO - RPA;OCUPADO
01;RPA;04/13/2013;11:04;HFL CENTRO CIRURGICO - RPA;LIVRE
01;RPA;04/13/2013;04:41;HFL CENTRO CIRURGICO - RPA;LIVRE
03;RPA;04/13/2013;04:40;HFL CENTRO CIRURGICO - RPA;OCUPADO
02;RPA;04/13/2013;04:13;HFL CENTRO CIRURGICO - RPA;OCUPADO
05;RPA;04/13/2013;01:42;HFL CENTRO CIRURGICO - RPA;OCUPADO
03;RPA;04/13/2013;01:34;HFL CENTRO CIRURGICO - RPA;OCUPADO
05;RPA;04/13/2013;01:51;HFL CENTRO CIRURGICO - RPA;LIVRE
04;RPA;04/13/2013;01:40;HFL CENTRO CIRURGICO - RPA;LIVRE
05;RPA;04/13/2013;12:31;HFL CENTRO CIRURGICO - RPA;LIVRE
03;RPA;04/13/2013;12:30;HFL CENTRO CIRURGICO - RPA;LIVRE
01;RPA;04/13/2013;09:58;HFL CENTRO CIRURGICO - RPA;OCUPADO
02;RPA;04/13/2013;03:08;HFL CENTRO CIRURGICO - RPA;LIVRE
04;RPA;04/13/2013;12:40;HFL CENTRO CIRURGICO - RPA;OCUPADO
01;RPA;04/13/2013;12:10;HFL CENTRO CIRURGICO - RPA;OCUPADO
02;RPA;04/13/2013;02:42;HFL CENTRO CIRURGICO - RPA;OCUPADO
05;RPA;04/13/2013;01:52;HFL CENTRO CIRURGICO - RPA;OCUPADO
01;RPA;04/13/2013;12:31;HFL CENTRO CIRURGICO - RPA;LIVRE
02;RPA;04/13/2013;12:31;HFL CENTRO CIRURGICO - RPA;LIVRE
04;RPA;04/13/2013;12:30;HFL CENTRO CIRURGICO - RPA;LIVRE
05;RPA;04/13/2013;12:21;HFL CENTRO CIRURGICO - RPA;OCUPADO
02;RPA;04/13/2013;11:03;HFL CENTRO CIRURGICO - RPA;LIVRE
05;RPA;04/13/2013;02:30;HFL CENTRO CIRURGICO - RPA;LIVRE
700.12 - CTI ADULTO;700;04/13/2013;02:43;HFL 7? ANDAR CTI ADULTO;OCUPADO
700.05 - CTI ADULTO;700;04/13/2013;12:49;HFL 7? ANDAR CTI ADULTO;OCUPADO
700.05 - CTI ADULTO;700;04/13/2013;02:53;HFL 7? ANDAR CTI ADULTO;OCUPADO
700.09 - CTI ADULTO;700;04/13/2013;11:53;HFL 7? ANDAR CTI ADULTO;OCUPADO
700.05 - CTI ADULTO;700;04/13/2013;02:53;HFL 7? ANDAR CTI ADULTO;LIVRE
700.12 - CTI ADULTO;700;04/13/2013;02:42;HFL 7? ANDAR CTI ADULTO;LIVRE
08;SALA 08;04/13/2013;06:57;HFL CENTRO CIRURGICO;LIVRE
12;SALA 12;04/13/2013;11:03;HFL CENTRO CIRURGICO;LIVRE
01;SALA 01;04/13/2013;10:56;HFL CENTRO CIRURGICO;LIVRE
08;SALA 08;04/13/2013;09:13;HFL CENTRO CIRURGICO;OCUPADO
01;SALA 01;04/13/2013;08:04;HFL CENTRO CIRURGICO;OCUPADO
06;SALA 06;04/13/2013;12:49;HFL CENTRO CIRURGICO;LIVRE
14;SALA 14;04/13/2013;11:12;HFL CENTRO CIRURGICO;LIVRE
03;SALA 03;04/13/2013;10:41;HFL CENTRO CIRURGICO;OCUPADO
09;SALA 09;04/13/2013;10:28;HFL CENTRO CIRURGICO;OCUPADO
03;SALA 03;04/13/2013;10:24;HFL CENTRO CIRURGICO;LIVRE
06;SALA 06;04/13/2013;05:56;HFL CENTRO CIRURGICO;LIVRE
07;SALA 07;04/13/2013;11:48;HFL CENTRO CIRURGICO;OCUPADO
